,AUC,Accuracy,BA,Kappa,MCC,Sensitivity,Specificity,cv,data,f1_score,pr_auc,prediction_time,roc_auc,train_time
0,0.5816326530612245,0.82,0.41836734693877553,-0.03686635944700467,-0.06234796863885496,0.0,0.8367346938775511,0.0,100,0.9010989010989012,0.9681854819769641,0.00011038780212402344,0.1989795918367347,12.262401342391968
1,0.2955326460481099,0.74,0.70446735395189,0.08386187455954908,0.15712929240270268,0.6666666666666666,0.7422680412371134,1.0,100,0.8470588235294118,0.9562575537125775,9.274482727050781e-05,0.32302405498281794,12.203988552093506
2,0.375,0.74,0.625,0.06876790830945567,0.11168711865749101,0.5,0.75,2.0,100,0.8470588235294119,0.9459222342838256,7.343292236328125e-05,0.2838541666666667,12.1178560256958
3,0.3520408163265306,0.79,0.6479591836734694,0.05234657039711177,0.1017130704861918,0.5,0.7959183673469388,3.0,100,0.8813559322033897,0.9691530100138198,6.890296936035156e-05,0.20918367346938777,12.428492069244385
4,0.6224489795918368,0.74,0.37755102040816324,-0.03833865814696491,-0.08027878384985948,0.0,0.7551020408163265,4.0,100,0.8505747126436782,0.9789955180153476,7.486343383789062e-05,0.3520408163265306,13.69047474861145
5,0.48837809917355374,0.932,0.5116219008264462,0.020737327188940058,0.020876333035083905,0.0625,0.9607438016528925,0.0,1000,0.9647302904564315,0.9637579450316833,0.001287698745727539,0.4683303202479339,1003.3215324878693
6,0.47575136612021857,0.944,0.5242486338797814,0.038989566172432766,0.03984355072423734,0.08333333333333333,0.9651639344262295,1.0,1000,0.9711340206185568,0.965705846431175,0.0011565685272216797,0.359801912568306,1009.4801199436188
7,0.48391508917824705,0.92,0.5160849108217529,0.028560326403730407,0.028773248369064475,0.07894736842105263,0.9532224532224532,2.0,1000,0.9582027168234065,0.9364596407982477,0.0018622875213623047,0.25845278476857425,996.3757774829865
8,0.4890625,0.912,0.5109375,0.01873327386262269,0.018965802588902025,0.075,0.946875,3.0,1000,0.9538300104931795,0.9416665391536552,0.00115966796875,0.31375,993.8916072845459
9,0.4827881323697223,0.906,0.5172118676302777,0.029887714663143994,0.0302046515055062,0.09090909090909091,0.9435146443514645,4.0,1000,0.9504741833508957,0.9281269914631568,0.0011403560638427734,0.26036515785469766,1007.7634904384613
10,0.46742292030250143,0.815,0.5325770796974985,0.029380902413431165,0.03684261555222574,0.2222222222222222,0.8429319371727748,0.0,200,0.8969359331476323,0.939642273203702,0.0001087188720703125,0.34322280395578825,47.31690835952759
11,0.4166666666666667,0.89,0.5833333333333333,0.10423452768729646,0.11412279800291011,0.25,0.9166666666666666,1.0,200,0.9411764705882353,0.9313247942018384,8.940696716308594e-05,0.2766927083333333,43.844247579574585
12,0.553475935828877,0.835,0.446524064171123,-0.08552631578947367,-0.0878880073841073,0.0,0.893048128342246,2.0,200,0.9100817438692099,0.9416703871233907,0.0001087188720703125,0.4607157548334019,44.40390062332153
13,0.4427083333333333,0.84,0.5572916666666667,0.05213270142180093,0.0647103607335641,0.25,0.8645833333333334,3.0,200,0.9120879120879122,0.9507181196995329,0.00010752677917480469,0.3795572916666667,44.34594392776489
14,0.4296817172464841,0.835,0.5703182827535159,0.054441260744985676,0.07238370990814087,0.2857142857142857,0.8549222797927462,4.0,200,0.9090909090909091,0.9470621937448203,0.00010323524475097656,0.37749814951887495,45.634652614593506
15,0.48317893710385174,0.8733333333333333,0.5168210628961483,0.011960478419136611,0.016231313272472375,0.14285714285714285,0.8907849829351536,0.0,300,0.9321428571428572,0.9667352602981931,0.00016808509826660156,0.3213066796684544,94.26053428649902
16,0.5017241379310344,0.87,0.4982758620689655,-0.001712328767123461,-0.0020334992386176116,0.1,0.896551724137931,1.0,300,0.930232558139535,0.9525928628843143,0.0002932548522949219,0.26586206896551723,101.06409883499146
17,0.45579420579420576,0.8433333333333334,0.5442057942057942,0.047811993517017815,0.05545027067294929,0.21428571428571427,0.8741258741258742,2.0,300,0.9140767824497257,0.9475440259182284,0.00016021728515625,0.4652847152847154,92.67342901229858
18,0.549469964664311,0.85,0.450530035335689,-0.07586866432897676,-0.07863679535076992,0.0,0.901060070671378,3.0,300,0.918918918918919,0.9472351615550254,0.0001709461212158203,0.44294325504053217,93.95758867263794
19,0.41981672394043523,0.9166666666666666,0.5801832760595647,0.10071942446043158,0.10966992025589654,0.2222222222222222,0.9381443298969072,4.0,300,0.9562171628721542,0.948504539756102,0.00012803077697753906,0.2184039709812906,92.52047181129456
20,0.4283854166666667,0.8675,0.5716145833333333,0.0766550522648084,0.08882529023711003,0.25,0.8932291666666666,0.0,400,0.9282814614343708,0.9488715984998395,0.00020503997802734375,0.38216145833333326,164.49419116973877
21,0.4515073615330685,0.895,0.5484926384669315,0.04707884288145214,0.0561301882892072,0.18181818181818182,0.9151670951156813,1.0,400,0.9442970822281167,0.9601341188323349,0.00017213821411132812,0.2958635195139051,161.57204151153564
22,0.46398402703117797,0.865,0.536015972968822,0.041618599698287295,0.04691164468090674,0.17647058823529413,0.8955613577023499,2.0,400,0.927027027027027,0.9572734722669263,0.0002257823944091797,0.4853325142067271,162.52248334884644
23,0.5316017316017316,0.84,0.46839826839826837,-0.029352633695215236,-0.03600137338840172,0.06666666666666667,0.8701298701298701,3.0,400,0.9128065395095368,0.949370315604838,0.0002257823944091797,0.2723809523809524,159.44158840179443
24,0.48835197785722523,0.8875,0.5116480221427747,0.021951749619647853,0.021998562426576274,0.08695652173913043,0.9363395225464191,4.0,400,0.9400798934753661,0.9255236267649628,0.0002014636993408203,0.3550916849267674,161.29429078102112
25,0.514948500592471,0.886,0.48505149940752895,-0.023559833357276183,-0.024229279260000958,0.043478260869565216,0.9266247379454927,0.0,500,0.9394261424017003,0.9397477023950125,0.0002777576446533203,0.376538146021329,246.92270421981812
26,0.4510416666666667,0.916,0.5489583333333333,0.08216783216783208,0.08345305161617311,0.15,0.9479166666666666,1.0,500,0.9558823529411765,0.9316801268443763,0.00021266937255859375,0.26291666666666663,251.4391269683838
27,0.5158564469629188,0.884,0.48414355303708123,-0.02249488752556239,-0.023720864503182903,0.047619047619047616,0.9206680584551148,2.0,500,0.9382978723404255,0.9559253033972323,0.00026798248291015625,0.4263843324386122,253.44185137748718
28,0.4641327135174551,0.904,0.5358672864825449,0.061546883553609155,0.06231381728789955,0.13043478260869565,0.9412997903563941,3.0,500,0.9492600422832981,0.9404306000937913,0.00022220611572265625,0.3921246923707958,256.94391679763794
29,0.5282426778242677,0.902,0.47175732217573224,-0.05096087851750175,-0.0512564712413753,0.0,0.9435146443514645,4.0,500,0.9484752891692955,0.9400134374939493,0.00020051002502441406,0.3122860403195131,243.05717754364014
30,0.5125440140845071,0.895,0.48745598591549294,-0.02472348731294738,-0.024726758445934013,0.03125,0.9436619718309859,0.0,600,0.9444933920704844,0.9313263704114912,0.0004596710205078125,0.3298305457746479,352.1534821987152
31,0.4246237355045645,0.9333333333333333,0.5753762644954354,0.13250921708956842,0.1336455007791117,0.19047619047619047,0.9602763385146805,1.0,600,0.9652777777777778,0.9427000877330267,0.0004208087921142578,0.3921375113084958,366.76555371284485
32,0.48049701163888014,0.9166666666666666,0.5195029883611199,0.03200826019617975,0.0326255062880881,0.09090909090909091,0.9480968858131488,2.0,600,0.956369982547993,0.9394826298228635,0.00033354759216308594,0.23348537275872916,359.6308445930481
33,0.5016081479496114,0.8833333333333333,0.4983918520503886,-0.002290950744558984,-0.002413839888194384,0.07692307692307693,0.9198606271777003,3.0,600,0.9378330373001776,0.950442545119754,0.0003330707550048828,0.43473599571160554,358.549898147583
34,0.49713631156930127,0.9233333333333333,0.5028636884306987,0.0043290043290044045,0.004482862831137952,0.05555555555555555,0.9501718213058419,4.0,600,0.9600694444444445,0.9645374499286158,0.0003948211669921875,0.42945780832378766,372.4174795150757
35,0.4904411764705882,0.9428571428571428,0.5095588235294117,0.018232819074333717,0.018254826366177795,0.05,0.9691176470588235,0.0,700,0.9705449189985272,0.9500831382156942,0.0006268024444580078,0.23198529411764707,486.67274379730225
36,0.5067415111991634,0.9142857142857143,0.49325848880083645,-0.01180438448566612,-0.011913293061170655,0.037037037037037035,0.9494799405646359,1.0,700,0.9551569506726457,0.9467509161933458,0.0005033016204833984,0.32535358538330306,481.8795647621155
37,0.4709821428571429,0.9171428571428571,0.5290178571428571,0.05104712041884829,0.05149009535511383,0.10714285714285714,0.9508928571428571,2.0,700,0.9565868263473054,0.9465959688462775,0.0005033016204833984,0.3391262755102041,480.0338251590729
38,0.5052556270981234,0.9171428571428571,0.49474437290187656,-0.009498234621313717,-0.009550455078088611,0.037037037037037035,0.9524517087667161,3.0,700,0.9567164179104477,0.9490382162778779,0.00070953369140625,0.34004732816025535,484.9212574958801
39,0.5274480712166172,0.91,0.4725519287833828,-0.04561836115326234,-0.046398166982570835,0.0,0.9451038575667656,4.0,700,0.9528795811518325,0.9592587798499661,0.0004703998565673828,0.40213421593243553,480.1255826950073
40,0.49609375,0.91,0.50390625,0.0066225165562914245,0.006715191366878169,0.0625,0.9453125,0.0,800,0.9527559055118109,0.9387230747579365,0.000982046127319336,0.30419921875,628.6506142616272
41,0.4707792207792208,0.92625,0.5292207792207793,0.054108216432865786,0.05428289968981059,0.1,0.9584415584415584,1.0,800,0.9615635179153094,0.9415063051712248,0.0007421970367431641,0.28073593073593067,637.2583339214325
42,0.4645161290322581,0.925,0.5354838709677419,0.054187192118226646,0.0559975500080623,0.12,0.9509677419354838,2.0,800,0.9608865710560625,0.9558007589446649,0.0008251667022705078,0.3561290322580645,628.1635224819183
43,0.45910355794076724,0.93875,0.5408964420592327,0.07747340675891934,0.07759727826261122,0.11538461538461539,0.9664082687338501,3.0,800,0.968284789644013,0.9562616213321007,0.0011019706726074219,0.36588153448618566,624.6308767795563
44,0.48484848484848486,0.93,0.5151515151515151,0.030303030303030276,0.030303030303030304,0.06666666666666667,0.9636363636363636,4.0,800,0.9636363636363636,0.9455021337354331,0.0010559558868408203,0.2971428571428571,626.3528382778168
45,0.5064327485380118,0.8977777777777778,0.49356725146198827,-0.012101210121012063,-0.012127658283611148,0.044444444444444446,0.9426900584795321,0.0,900,0.9460093896713614,0.9483935303722895,0.0011096000671386719,0.47534762833008454,809.9368448257446
46,0.5249130938586326,0.9111111111111111,0.47508690614136734,-0.046237902874248116,-0.04638091167664359,0.0,0.9501738122827347,1.0,900,0.9534883720930233,0.9430829215419418,0.0011658668518066406,0.3108891046318624,825.7434422969818
47,0.4559331797235023,0.9333333333333333,0.5440668202764978,0.08312958435207818,0.08328531642739717,0.125,0.9631336405529954,2.0,900,0.9653579676674365,0.948000588026388,0.0010671615600585938,0.37377592165898615,812.8243145942688
48,0.49862620588594453,0.9122222222222223,0.5013737941140555,0.002525252525252597,0.002535173951889937,0.05263157894736842,0.9501160092807425,3.0,900,0.9539895165987187,0.9343565739848556,0.0010554790496826172,0.2908169495664916,846.6489837169647
49,0.5057207332040066,0.9244444444444444,0.4942792667959935,-0.009534492428491248,-0.009689497522847009,0.034482758620689655,0.9540757749712974,4.0,900,0.9606936416184971,0.9602945143401923,0.001316070556640625,0.3949879250960054,819.2073497772217
